user_id,session_id,subscription_type,user_journey
453696,3941673,Monthly,Checkout-Checkout
454131,2870363,Annual,"Homepage-Pricing-Pricing-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
454131,2870379,Annual,Checkout-Checkout
454131,3260495,Annual,"Homepage-Log in-Log in-Log in"
454131,3396204,Annual,"Homepage-Log in-Log in-Log in"
454131,3396219,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
454131,3741182,Annual,"Homepage-Log in-Log in-Log in"
454131,3746698,Annual,"Homepage-Log in-Log in-Log in"
454131,3746705,Annual,Checkout-Checkout
454272,2909974,Annual,"Homepage-Log in-Log in-Log in"
454272,3602901,Annual,"Homepage-Pricing-Pricing-Log in-Log in-Log in"
454272,3603061,Annual,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Other-Log in-Log in-Log in-Log in-Log in-Log in"
454272,3603100,Annual,"Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
454272,3603159,Annual,"Log in-Log in-Log in-Log in-Log in-Other-Log in-Other-Log in-Log in"
454272,3611234,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
454460,3638833,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
454460,3663960,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
454460,3665478,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
454460,3665504,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
454551,3700113,Annual,Coupon-Coupon-Coupon-Coupon
454643,2870195,Monthly,"Courses-Sign up-Sign up-Sign up-Sign up-Sign up"
454643,2883843,Monthly,Homepage-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses
454643,2883854,Monthly,Courses-Pricing-Courses-Pricing
454643,2884371,Monthly,"Courses-Upcoming courses-Upcoming courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses"
454643,2886412,Monthly,"Homepage-Sign up-Sign up-Sign up-Sign up-Sign up"
454643,2955489,Monthly,"Resources center-Upcoming courses-Upcoming courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Upcoming courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses"
454643,3011927,Monthly,"Homepage-Courses-Courses-Courses-Courses-Courses-Courses-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Log in-Log in"
454643,3012210,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
454643,3012295,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
454643,3012369,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
454643,3013110,Monthly,"Courses-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
454643,3013119,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
454643,3021010,Monthly,Checkout-Checkout-Checkout-Checkout
454643,3021061,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
454643,3032044,Monthly,"Homepage-Log in-Log in-Log in"
454643,3032048,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
454643,3039132,Monthly,"Homepage-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Sign up"
454643,3039198,Monthly,"Log in-Log in"
454643,3069431,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
454643,3070353,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
454643,3092798,Monthly,Courses-Other
454643,3121939,Monthly,"Homepage-Other-Other-Other-Other-Log in-Log in-Log in"
454643,3122078,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
454643,3145929,Monthly,"Log in-Log in"
454643,3162015,Monthly,"Homepage-Log in-Log in-Log in"
454643,3247526,Monthly,Homepage-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses
454643,3247579,Monthly,"Log in-Log in"
454643,3402588,Monthly,Homepage-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses
454643,3467807,Monthly,Homepage-Courses-Courses-Courses-Courses-Courses-Courses-Courses
454643,3467876,Monthly,"Log in-Log in"
454643,3504220,Monthly,"Homepage-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Log in"
454643,3536493,Monthly,"Log in-Log in"
454643,3546733,Monthly,"Courses-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Upcoming courses-Course certificate-Course certificate-Course certificate-Upcoming courses-Course certificate-Course certificate-Course certificate-Pricing-Pricing-Courses-Pricing-Courses-Courses-Sign up-Log in-Log in"
454643,3681732,Monthly,Homepage-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses
454643,3712792,Monthly,Homepage-Courses-Courses-Courses-Courses-Courses-Courses-Courses
454643,3753595,Monthly,"Career tracks-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses"
454643,3995808,Monthly,Courses-Courses-Courses-Courses
454643,4005429,Monthly,"Career tracks-Courses-Courses-Upcoming courses-Upcoming courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses"
454643,4005431,Monthly,"Career tracks-Courses-Courses-Courses"
454643,4081439,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
454643,4105117,Monthly,Homepage-Courses
454643,4105129,Monthly,Other-Courses-Courses-Courses
454643,4105175,Monthly,"Log in-Sign up-Sign up-Log in"
454643,4114094,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
454643,4258492,Monthly,Courses-Courses
454643,4507395,Monthly,Homepage-Courses-Courses-Courses-Courses-Courses-Courses-Courses
454643,4585505,Monthly,"Career tracks-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
454643,4585665,Monthly,"Homepage-Career tracks-Career tracks-Career tracks-Career tracks-Courses"
454643,4641668,Monthly,"Career tracks-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
454643,4641695,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
454643,4642081,Monthly,"Career tracks-Log in"
454643,4642090,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
454643,4665228,Monthly,"Career tracks-Log in"
454643,4665365,Monthly,Checkout-Checkout
454643,4671192,Monthly,"Career tracks-Log in"
454643,4671202,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
454643,4671321,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
454643,4671478,Monthly,Other-Other-Other-Other
454643,4676632,Monthly,"Career tracks-Log in"
454643,4676649,Monthly,Checkout-Checkout-Checkout-Checkout
454643,4677023,Monthly,Other-Courses-Courses-Courses
454643,4678030,Monthly,Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses
454643,4697522,Monthly,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
454643,4704049,Monthly,"Homepage-Log in"
454643,4704061,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
454643,4791013,Monthly,Courses-Pricing-Pricing-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
454643,4791083,Monthly,Checkout-Checkout-Checkout-Checkout
454643,4800241,Monthly,"Homepage-Log in-Log in-Log in-Log in-Log in"
454643,4800244,Monthly,Checkout-Checkout
454666,2818377,Annual,"Log in-Log in"
454666,2818443,Annual,Checkout-Checkout
454666,3618833,Annual,Coupon-Coupon
454666,3624926,Annual,Coupon-Coupon-Coupon-Coupon
454666,3624988,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
454953,2984198,Monthly,"Sign up-Sign up-Log in-Log in-Log in-Log in-Log in-Other"
454953,2984207,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in"
454953,3021787,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Other-Log in-Log in-Log in-Log in-Log in-Log in"
454953,3021844,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
454953,3023008,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
454953,3050782,Monthly,"Other-Sign up-Sign up-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
454953,3080211,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in"
454953,3088117,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in"
454953,3561536,Monthly,"Other-Log in-Log in-Log in"
454953,3572864,Monthly,"Other-Sign up-Sign up-Log in-Log in-Log in"
454953,3572877,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
454953,3572884,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
455041,4191781,Quarterly,"Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up"
455041,4191799,Quarterly,"Log in-Log in-Log in-Log in"
455041,4526076,Quarterly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
455122,2856295,Annual,"Homepage-Log in-Log in-Log in"
455122,2856575,Annual,"Log in-Log in-Log in-Log in"
455122,2858922,Annual,"Homepage-Log in-Log in-Log in"
455122,3081602,Annual,"Homepage-Log in-Log in-Log in"
455122,3447439,Annual,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
455122,3448331,Annual,Checkout-Checkout
455204,2810317,Monthly,Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses
455204,2811548,Monthly,"Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up"
455204,3456754,Monthly,Homepage-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses
455204,3457175,Monthly,"Homepage-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Sign up-Sign up-Sign up-Sign up-Sign up"
455204,3457972,Monthly,"Courses-Courses-Courses-Courses-Log in-Log in"
455204,3458005,Monthly,Checkout-Checkout
455204,3458014,Monthly,Checkout-Checkout
455234,2818226,Annual,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
455234,2818313,Annual,"Sign up-Sign up-Sign up-Sign up"
455234,3681386,Annual,Homepage-Courses-Courses-Courses
455234,3699848,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
455343,2831102,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
455343,3589603,Annual,"Homepage-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career tracks-Career tracks-Career tracks"
455343,3589628,Annual,Coupon-Coupon-Coupon-Coupon
455568,2847176,Annual,"Homepage-Pricing-Pricing-Checkout-Homepage-Log in-Log in-Log in"
455568,2847193,Annual,"Log in-Log in-Log in-Log in"
455568,2847847,Annual,"Log in-Log in-Log in-Log in-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up"
455568,2867583,Annual,"Log in-Log in"
455568,2906262,Annual,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
455568,3408270,Annual,"Log in-Log in"
455568,3484255,Annual,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
455568,3496064,Annual,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
455568,3543665,Annual,"Log in-Log in"
455568,3547711,Annual,"Log in-Log in"
455568,3582306,Annual,"Log in-Log in"
455568,3586315,Annual,"Log in-Log in"
455568,3595786,Annual,"Log in-Log in"
455568,3603732,Annual,"Log in-Log in"
455568,3603783,Annual,"Log in-Log in"
455568,3603817,Annual,"Log in-Log in"
455568,3603843,Annual,"Log in-Log in"
455568,3603848,Annual,Checkout-Checkout-Checkout-Checkout
456100,2876294,Annual,"Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up"
456100,2952235,Annual,"Homepage-Upcoming courses-Upcoming courses-Courses-Courses-Courses-Courses-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate"
456100,3636945,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
456100,3636968,Annual,"Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Other"
456261,2887458,Monthly,"Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up"
456261,3242064,Monthly,"Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
456261,3249686,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in"
456261,3266112,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in"
456261,3282405,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in"
456261,3317515,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in"
456261,3334257,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in"
456261,3342703,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in"
456261,3376167,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in"
456261,3388748,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in"
456261,3395778,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in"
456261,3401565,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
456261,3402565,Monthly,Checkout-Checkout-Checkout-Checkout
456261,3402576,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
456261,3402681,Monthly,"Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up"
456261,3402710,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in"
456261,3402772,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
456261,3403871,Monthly,Checkout-Checkout
456261,3411965,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in"
456261,3425102,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in"
456261,3425115,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
456261,3425137,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
456261,3425630,Monthly,Checkout-Checkout-Checkout-Checkout
456261,3425667,Monthly,Checkout-Checkout
456261,3426339,Monthly,Checkout-Checkout-Checkout-Checkout
456261,3430246,Monthly,"Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
456261,3430255,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
456261,3436783,Monthly,Checkout-Checkout-Checkout-Checkout
456261,3442164,Monthly,Checkout-Checkout-Checkout-Checkout
456277,2888710,Annual,Other-Other
456277,2888781,Annual,"Homepage-Log in-Log in-Log in"
456277,2990029,Annual,"Homepage-Log in-Log in-Log in-Log in-Log in"
456277,3652807,Annual,Coupon-Coupon
456277,3652863,Annual,"Homepage-Log in-Log in-Log in"
456277,3663635,Annual,Checkout-Checkout
456277,3664231,Annual,Checkout-Checkout
456808,2919079,Annual,"Homepage-Log in-Log in-Log in"
456808,3369611,Annual,"Homepage-Homepage-Homepage-Homepage-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Career tracks-Career tracks-Homepage-Homepage-Homepage-Career tracks-Homepage-Career tracks-Career tracks-Career tracks-Homepage-Homepage-Homepage-Career tracks-Career tracks-Career tracks-Homepage-Homepage"
456808,3586721,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
456907,2932786,Monthly,Other-Other
456907,2938891,Monthly,"Log in-Log in"
456907,3493269,Monthly,"Log in-Log in"
456907,4089713,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
456953,2937302,Annual,"Resources center-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up"
456953,2969481,Annual,"Log in-Log in-Log in-Log in-Log in-Log in"
456953,3162721,Annual,"Homepage-Homepage-Homepage-Homepage-Homepage-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Homepage-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks"
456953,3202026,Annual,"Resources center-Other"
456953,3613522,Annual,"Sign up-Log in-Log in-Log in"
456953,3615543,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
456953,3615803,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
456993,2941397,Annual,"Homepage-Sign up-Sign up-Sign up-Sign up-Sign up"
456993,3064312,Annual,"Homepage-Log in-Log in-Log in"
456993,3138771,Annual,"Log in-Log in"
456993,3491630,Annual,Homepage-Pricing-Pricing-Checkout-Checkout-Checkout-Checkout-Checkout
456993,3565420,Annual,"Log in-Log in-Log in-Log in"
456993,3565743,Annual,Coupon-Coupon
457261,2962725,Monthly,"Homepage-Homepage-Homepage-Homepage-Homepage-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up"
457261,3434855,Monthly,"Log in-Log in"
457261,3434901,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
457261,3435201,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
457261,3447975,Monthly,Checkout-Checkout
457261,3447984,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
457417,2980320,Monthly,"Log in-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up"
457417,3456403,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
457417,3457516,Monthly,Checkout-Checkout-Checkout-Checkout
457417,3463433,Monthly,Checkout-Checkout-Checkout-Checkout
457609,2994305,Annual,"Homepage-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up"
457609,3473815,Annual,"Log in-Career track certificate-Career track certificate-Career track certificate"
457609,3474931,Annual,"Log in-Courses-Courses-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate"
457609,3680306,Annual,"Career tracks-Sign up-Sign up-Sign up-Sign up-Sign up-Log in-Log in-Log in-Log in"
457609,3764029,Annual,"Homepage-Log in-Log in-Log in-Log in-Log in"
457609,3764048,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
458068,3051442,Quarterly,"Log in-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up"
458068,3069078,Quarterly,"Log in-Log in"
458068,3069813,Quarterly,"Log in-Log in-Log in-Log in"
458068,3195424,Quarterly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
458068,3345473,Quarterly,Checkout-Checkout
458068,3446543,Quarterly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
458068,3446585,Quarterly,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
458068,3447331,Quarterly,"Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
458068,3456733,Quarterly,"Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
458068,3456738,Quarterly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
458068,3456928,Quarterly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
458068,3468321,Quarterly,"Log in-Log in-Log in-Log in-Log in-Log in"
458068,3468326,Quarterly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
458392,3086238,Annual,"Log in-Log in"
458392,3209445,Annual,"Resources center-Log in-Log in-Log in"
458392,3606301,Annual,"Log in-Log in"
458392,3606323,Annual,Checkout-Checkout
458421,2969276,Quarterly,"Homepage-Pricing-Pricing-Pricing-Homepage-Sign up"
458421,3089808,Quarterly,"Homepage-Sign up-Sign up-Sign up"
458421,3089845,Quarterly,"Sign up-Sign up-Sign up-Sign up"
458421,3506076,Quarterly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
458604,3122406,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
458604,3122433,Monthly,"Homepage-Sign up-Sign up-Sign up-Sign up-Sign up"
458604,3637664,Monthly,"Log in-Log in"
458604,4136524,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
458926,3156331,Annual,"Homepage-Sign up-Sign up-Sign up-Sign up-Sign up"
458926,3156404,Annual,"Homepage-Log in-Log in-Log in-Log in-Log in"
458926,3156409,Annual,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
458926,3156412,Annual,"Log in-Log in-Log in-Log in-Log in-Log in"
458926,3156416,Annual,"Log in-Log in"
458926,3156508,Annual,"Log in-Log in"
458926,3614658,Annual,Coupon-Coupon
459141,3182712,Monthly,"Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up"
459141,3205701,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
459141,3219950,Monthly,"Homepage-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Sign up-Sign up-Sign up-Log in-Log in-Log in-Log in"
459141,3778436,Monthly,"Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up"
459141,3778567,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
459141,3778710,Monthly,"Courses-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks"
459141,3778878,Monthly,Checkout-Checkout
459141,3785558,Monthly,Checkout-Checkout-Checkout-Checkout
459147,3183260,Annual,Other-Other
459147,3589025,Annual,"Homepage-Homepage-Homepage-Homepage-Homepage-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks"
459147,3774974,Annual,"Log in-Log in"
459147,3775204,Annual,"Log in-Log in"
459147,3775671,Annual,"Log in-Log in"
459147,3781825,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
459170,2867048,Annual,Other-Courses-Courses-Courses
